name,host_id,host_name,host_since,host_since_years,Seasons,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,host_has_profile_pic,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Brookland Apartment 2,28827689,Carolyn,3/5/15,2015,2,1,23,23,1,1,13,Washington,DC,20017,14,0,1,2,2,1,1,2,Real Bed,89,2,0,0,0,0,1,$0.00 ,1,1125,276,10/3/15,1,5/23/15,5/23/15,100,8,10,1,3,0,0,23,0.22
Brookland 2 Bedroom Apartment 9,28827689,Carolyn,3/5/15,2015,3,1,23,23,1,1,13,Washington,DC,20017,14,0,1,2,4,1,1,2,Real Bed,150,2,0,0,0,0,1,$0.00 ,1,1125,275,10/2/15,5,4/13/15,7/30/15,96,9,9,1,3,0,0,23,0.86
Hip Home in Little Rome,6296353,Sahra & Zander,5/8/13,2013,4,1,1,1,0,1,65,Washington,DC,20017,14,0,8,2,2,1,1,1,Real Bed,42,1,0,0,0,6,1,$0.00 ,1,1125,294,10/2/15,17,8/7/15,9/27/15,98,10,10,1,1,0,0,1,8.79
Charming Victorian 2 Blks to Metro,33313857,Timothy,5/13/15,2015,4,1,3,3,1,1,13,Washington,DC,20017,14,0,2,2,2,1,1,1,Real Bed,85,2,460,1700,0,0,1,$0.00 ,2,30,341,10/2/15,15,5/25/15,9/10/15,95,10,10,1,2,0,0,3,3.41
Pope Visit - Near Catholic Basilica,41283502,Greg & Randy,8/12/15,2015,0,1,2,2,1,1,13,Washington,DC,20017,14,0,8,2,2,1,1,1,Real Bed,300,4,0,0,0,0,1,$0.00 ,3,1125,12,10/2/15,0,0,0,0,0,0,1,1,0,0,2,0
Sunny Studio--Great View & Location,8242295,Amy,8/18/13,2013,3,1,1,1,1,1,1,Washington,DC,20010,14,0,1,1,2,1,0,1,Real Bed,100,2,500,0,200,0,1,$0.00 ,3,1125,83,10/3/15,14,9/16/13,8/30/15,100,10,10,1,2,0,0,1,0.56
"1BR Apt, full kitchen, steps2metro",1624394,Jen,1/18/12,2012,4,1,2,2,0,1,78,Washington,DC,20011,14,0,1,1,6,1,1,3,Real Bed,80,2,0,3150,150,5,2,$25.00 ,1,330,253,10/3/15,90,3/24/12,9/29/15,93,10,10,1,2,0,0,2,2.09
New hip apartment minutes to metro,16245062,Jonathan & Cynthia,6/1/14,2014,2,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,125,2,850,3000,0,35,2,$20.00 ,2,1125,316,10/2/15,9,6/21/14,5/18/15,98,10,10,1,2,0,0,1,0.57
Charming large private suite,2809940,Graeme & Misha,7/2/12,2012,3,0,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,115,2,0,0,0,0,1,$0.00 ,2,25,362,10/2/15,31,6/10/14,8/2/15,99,10,10,1,2,0,0,1,1.93
Spacious Petworth Apartment,3452920,Isaac,9/2/12,2012,3,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,2,1,1,1,Real Bed,84,2,0,0,100,60,1,$0.00 ,2,25,60,10/2/15,8,3/14/15,7/24/15,95,10,10,1,3,0,0,1,1.18
HUGE In-law Suite,36270684,Jonah,6/20/15,2015,4,1,1,1,1,1,1,Washington,DC,20011,14,0,1,1,4,1,1,1,Real Bed,110,2,0,0,0,0,1,$0.00 ,1,1125,351,10/2/15,9,8/15/15,9/27/15,100,10,10,0,1,0,0,1,5.4
Chic Living in Columbia Heights,8503228,Julia,8/28/13,2013,1,0,1,1,0,1,26,"Washington, D.C.",DC,20010,15,0,1,2,2,1,1,1,Real Bed,75,2,400,0,150,0,1,$15.00 ,2,1125,280,10/2/15,41,10/14/13,12/29/14,98,10,10,1,1,0,0,1,1.71
Lovely room not far from downtown,16742084,Nick,6/13/14,2014,3,1,1,1,0,1,1,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,40,1,0,0,0,10,1,$10.00 ,1,1125,69,10/2/15,1,7/17/15,7/17/15,80,10,10,1,2,0,0,1,0.38
Beautiful Apt @ Petworth Metro,20870905,Yll,9/2/14,2014,0,1,1,1,0,1,1,Washington,DC,20011,14,0,1,1,3,1,1,1,Real Bed,88,2,524,0,0,15,3,$20.00 ,1,1125,47,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Spacious Brightwood Apartment,27789799,Kevann,2/15/15,2015,3,1,1,1,0,1,1,Washington,DC,20011,14,0,1,2,2,1,1,1,Real Bed,50,1,360,975,0,0,1,$15.00 ,1,1125,284,10/3/15,4,5/27/15,8/25/15,93,10,9,1,1,0,0,1,0.92
Old World Washingtonian Home,2431022,Oscar,5/21/12,2012,3,1,5,5,0,1,78,Washington,DC,20011,14,0,8,1,4,2.5,2,2,Real Bed,120,2,0,0,150,0,1,$0.00 ,1,1125,358,10/3/15,20,3/30/14,8/24/15,85,9,9,1,3,0,0,5,1.08
Columbia Heights/Petworth,23083652,Robert,10/28/14,2014,3,1,1,1,1,1,1,Washington,DC,20011,14,0,11,1,4,1,2,2,Real Bed,185,3,1125,4800,0,45,1,$0.00 ,2,1125,94,10/3/15,7,7/6/15,8/29/15,89,9,9,1,3,0,0,1,2.33
Studio Rental in the Heart of DC,4383284,Trina,12/11/12,2012,4,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,150,2,950,1800,100,120,2,$50.00 ,1,1125,365,10/3/15,7,8/2/13,10/1/15,91,9,10,1,1,1,1,1,0.26
LIGHT&BRIGHT ROOM IN VIBRANT COHI !,16172419,Leah,5/30/14,2014,3,1,1,1,0,1,1,Washington,DC,20011,14,0,1,2,2,1,1,1,Real Bed,57,2,348,998,95,48,2,$25.00 ,1,1125,322,10/3/15,1,8/8/15,8/8/15,100,10,10,1,1,0,0,1,0.53
Modern & Homey 2BR w/ Great Light,10429559,Austen,12/4/13,2013,0,1,2,2,1,1,26,Washington,DC,20010,14,0,1,1,4,1,2,2,Real Bed,94,2,0,0,0,50,1,$0.00 ,3,1125,10,10/3/15,0,0,0,0,0,0,1,2,0,0,2,0
Sunny & Artsy Petworth 1BR,3008145,Hamzah,7/21/12,2012,3,1,1,1,0,1,78,Washington,DC,20010,14,0,1,1,3,1,1,1,Real Bed,100,2,600,0,0,25,1,$10.00 ,1,4,353,10/3/15,9,1/1/15,7/18/15,93,10,9,1,1,0,0,1,0.98
Newly renovated apt. in Petworth,15268222,Gabby,5/8/14,2014,4,1,1,1,1,1,1,Washington,DC,20011,14,0,1,1,3,1,1,1,Real Bed,89,2,400,1400,100,80,2,$15.00 ,1,1125,167,10/3/15,3,6/19/15,9/28/15,100,10,9,1,3,0,0,1,0.84
Studio Apartment Next to Metro!,37159894,Chris,6/30/15,2015,0,1,1,1,0,1,1,Washington,DC,20011,14,0,1,2,2,1,1,1,Real Bed,80,2,0,0,0,0,1,$0.00 ,1,1125,69,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Spacious Studio Apartment + Parking,37014,Lara & Alex,9/8/09,2009,0,1,25,25,0,1,78,Washington,DC,20011,14,0,1,1,4,1,0,1,Real Bed,85,2,0,0,300,90,4,$20.00 ,3,1125,344,10/3/15,0,0,0,0,0,0,1,1,0,0,22,0
Petworth--Half Block Walk to Metro,6717265,Eric,6/3/13,2013,4,1,1,1,0,1,1,Washington,DC,20010,14,0,1,1,3,1,1,1,Real Bed,90,2,600,2099,0,65,1,$0.00 ,2,31,345,10/3/15,1,9/17/15,9/17/15,80,10,10,1,2,0,0,1,1
"1BD Roomy, Bright, Private and Cozy",2379779,Dario,5/15/12,2012,4,1,2,2,0,1,62,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,72,2,489,1499,0,0,1,$0.00 ,2,30,357,10/3/15,17,5/19/15,9/28/15,98,10,10,0,3,0,0,2,3.7
Beautiful/Spacious Basement Space,37091776,Marsada,6/29/15,2015,0,1,1,1,1,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,65,2,400,1350,0,0,1,$0.00 ,7,1125,67,10/3/15,0,0,0,0,0,0,0,1,0,0,1,0
Private bedroom in lovely rowhouse,21420084,Noah,9/16/14,2014,1,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,1,1,1,1,Real Bed,65,2,300,1150,0,0,1,$0.00 ,7,1125,353,10/3/15,6,12/28/14,2/7/15,77,8,7,1,1,0,0,2,0.64
Luxury Condo In NW Washington DC,3027744,Dylan,7/23/12,2012,4,1,1,1,1,1,62,Washington,DC,20011,14,0,1,1,4,1,1,1,Real Bed,97,2,665,2275,0,0,3,$25.00 ,2,1125,343,10/3/15,130,9/5/12,9/20/15,91,9,9,1,2,0,0,1,3.47
Petworth Rowhouse Basement Studio,22027428,John,10/1/14,2014,0,1,1,1,1,1,1,Washington,DC,20011,14,0,1,1,2,1,0,1,Real Bed,90,2,0,0,0,0,1,$0.00 ,1,1125,280,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Cozy room 20 secs walk to the Metro,315148,John,12/10/10,2010,3,1,19,19,0,1,78,Washington,DC,20010,14,0,8,2,1,3,1,1,Real Bed,45,1,300,760,0,20,0,$0.00 ,4,365,286,10/3/15,1,8/31/15,8/31/15,80,8,6,1,3,0,0,11,0.88
Luxury 1 BR Near Metro Line,45391548,Kouri,9/29/15,2015,0,1,1,1,1,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,120,2,675,2750,0,0,1,$15.00 ,2,1125,365,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Modern 1 Bdrm Unit w/ Pvt Entry,342154,Ruben + Joaquin,1/10/11,2011,3,0,1,1,0,1,78,Washington,DC,20011,14,0,8,1,4,1,1,2,Real Bed,99,2,650,2200,0,45,4,$25.00 ,2,30,312,10/3/15,25,1/9/15,7/29/15,98,10,10,1,2,0,0,1,2.8
1 room with private bath,4671183,Eric And Linda,1/11/13,2013,1,1,1,1,1,1,12,Washington,DC,20011,14,0,8,2,1,1,1,1,Couch,100,2,0,0,0,0,1,$0.00 ,1,5,365,10/3/15,1,1/23/13,1/23/13,97,10,10,1,1,0,0,1,0.03
2 bedroom apt close to transit,3238684,Jeff,8/12/12,2012,4,1,2,2,0,1,78,Washington,DC,20011,14,0,1,1,6,1,2,2,Real Bed,150,2,700,2700,0,75,4,$10.00 ,2,35,305,10/3/15,15,2/7/15,9/22/15,95,10,10,1,2,0,0,2,1.88
Metro Style Living in Washington DC,315148,John,12/10/10,2010,3,1,19,19,0,1,78,Washington,DC,20010,14,0,1,2,1,2.5,1,1,Real Bed,32,1,220,710,0,20,0,$0.00 ,4,365,348,10/3/15,1,7/2/15,7/2/15,80,6,2,1,3,0,0,11,0.32
Historic DC Row house - Porch&ART!,4617,Shawn & Richard,11/25/08,2008,3,1,2,2,1,1,62,Washington,DC,20011,14,0,8,1,5,3.5,4,3,Real Bed,140,2,0,0,0,0,2,$0.00 ,2,30,135,10/3/15,21,9/15/10,8/24/15,94,9,9,1,3,0,0,2,0.34
Old World Washington Home,2431022,Oscar,5/21/12,2012,4,1,5,5,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,59,2,0,0,0,0,1,$0.00 ,1,1125,353,10/3/15,57,1/21/14,9/14/15,91,9,9,1,3,0,0,5,2.75
Cozy room in updated DC rowhouse,5137741,Lisa,2/18/13,2013,4,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Pull-out Sofa,63,2,375,0,0,11,1,$0.00 ,1,7,141,10/3/15,10,7/6/15,9/30/15,100,10,10,1,1,0,0,1,3.33
Bedroom in Historic DC Rowhouse!,3130297,Diana & Felix,8/1/12,2012,4,1,2,2,0,1,1,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,85,2,0,0,0,15,1,$10.00 ,1,30,365,10/3/15,49,8/30/14,9/27/15,89,9,9,1,3,0,0,2,3.68
Large Victorian Mini Mansion,23428558,Sandra,11/6/14,2014,0,1,1,1,1,1,1,Washington,DC,20011,14,0,8,1,16,8,10,13,Real Bed,1250,6,0,0,1500,300,16,$45.00 ,3,1125,283,10/3/15,0,0,0,0,0,0,1,3,0,0,1,0
5 Bedrooms Family-Friends Homeaway,553227,Tunde   Sunny,5/3/11,2011,4,1,3,3,0,1,78,"Washington, D.C.",DC,20011,15,0,8,1,16,3.5,5,5,Real Bed,299,4,1990,8200,0,155,10,$15.00 ,3,365,310,10/3/15,8,12/30/14,9/6/15,85,9,8,1,3,0,0,3,0.86
[1538] Lovely 5 Bed Single Family,25188,Seamless,7/10/09,2009,3,1,480,480,0,1,1,Washington,DC,20011,14,0,8,1,10,2,5,5,Real Bed,520,6,0,6500,0,300,10,$25.00 ,3,730,365,10/3/15,6,11/1/10,8/17/15,72,9,9,1,4,0,1,5,0.1
1BR w/ Yoga Nook - Rustic Rowhouse,1546598,Alison & Yohan,12/29/11,2011,4,1,4,4,0,1,78,Washington,DC,20011,14,0,8,2,4,2.5,1,1,Real Bed,72,2,0,0,0,15,2,$25.00 ,2,28,350,10/3/15,45,1/11/15,9/18/15,97,10,10,1,3,1,1,4,5.08
Historic Rowhouse in Petworth,4185634,Carlye,11/18/12,2012,3,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,6,2.5,3,3,Real Bed,200,3,0,0,250,60,1,$0.00 ,2,1125,82,10/3/15,10,11/21/14,8/24/15,96,10,10,1,2,0,0,1,0.95
Great room with private porch,9692598,Natasha,10/29/13,2013,4,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,3,1.5,1,2,Real Bed,64,2,0,1900,100,25,1,$11.00 ,3,1125,365,10/3/15,2,9/16/15,9/23/15,100,10,10,1,2,0,0,2,2
Petworth Georgia Ave Full Basement,40797092,Lucius,8/7/15,2015,0,1,1,1,1,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Futon,55,2,350,1200,0,40,1,$20.00 ,1,10,365,10/3/15,0,0,0,0,0,0,0,1,0,0,1,0
Mid Century Modern Mount Pleasant,333630,Jeff,1/3/11,2011,4,1,4,4,0,1,28,Washington,DC,20010,14,0,1,2,2,1,1,1,Real Bed,70,2,450,1400,0,20,1,$20.00 ,1,1125,363,10/3/15,23,7/18/14,9/16/15,89,9,8,1,3,0,0,2,1.56
Spacious & Bright Modern One BR Apt,1753164,Katharine,2/14/12,2012,4,1,1,1,0,1,26,Washington,DC,20010,14,0,1,1,3,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,4,50,178,10/3/15,16,3/28/13,9/22/15,93,9,10,1,3,0,0,1,0.52
Serene Petworth Townhouse,38826760,Marie,7/18/15,2015,0,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,75,2,425,2000,95,25,2,$40.00 ,2,1125,360,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Beautiful house blends old and new,332287,Ariel,1/1/11,2011,4,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,6,1.5,3,3,Real Bed,150,2,1100,0,0,0,1,$0.00 ,2,1125,120,10/3/15,5,5/27/14,9/21/15,96,10,10,1,2,0,0,1,0.3
"Hidden Gem, Quick Access Downtown!",20224946,Emily,8/18/14,2014,2,1,1,1,0,1,1,Washington,DC,20011,14,0,1,1,3,1,1,1,Real Bed,275,4,0,0,0,25,1,$10.00 ,1,15,273,10/3/15,9,9/4/14,3/28/15,94,9,8,1,1,0,0,1,0.68
4 Bedroom Home in NW DC,3177688,Anna,8/6/12,2012,1,1,2,2,0,1,78,Washington,DC,20011,14,0,8,1,6,3.5,4,3,Real Bed,215,3,1200,0,100,120,1,$0.00 ,2,1125,7,10/3/15,1,12/29/14,12/29/14,100,10,10,1,3,0,0,2,0.11
Garden level bedroom/private bath,21420084,Noah,9/16/14,2014,2,1,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,85,2,450,1250,0,0,1,$10.00 ,2,1125,360,10/3/15,6,1/11/15,5/15/15,97,9,9,1,1,0,0,2,0.68
Handsomely Appointed 30's Rowhouse,16111831,Fred,5/5/15,2015,4,1,1,1,1,1,1,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,90,2,0,0,0,20,1,$0.00 ,1,1125,353,10/3/15,11,5/24/15,9/21/15,100,10,10,1,1,0,0,1,2.48
Cozy Apartment to Explore DC,6531855,Cudjoe,5/22/13,2013,4,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,60,2,350,1400,500,60,2,$20.00 ,2,1125,245,10/3/15,10,7/21/15,9/30/15,98,10,10,1,2,1,1,1,4
Furnished Basement Apt. in Petworth,8220231,Eugenia,8/17/13,2013,0,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,3,1,1,1,Real Bed,99,2,525,1500,99,75,2,$10.00 ,1,1125,348,10/3/15,0,0,0,0,0,0,1,2,0,0,1,0
"Spacious, private suite in NW DC",6795600,Michelle,6/7/13,2013,3,0,1,1,0,1,78,Washington,DC,20011,14,0,1,1,4,1,1,1,Real Bed,89,2,585,0,150,20,2,$10.00 ,1,1125,296,10/3/15,54,6/5/14,8/13/15,97,10,10,1,2,0,0,1,3.33
Oversized Home / 3Bed / 3Bath/ LUXE,4433,Brian,11/20/08,2008,2,1,2,2,0,1,12,Washington,DC,20011,14,0,8,1,6,3.5,3,3,Real Bed,395,5,2405,8495,1000,180,4,$50.00 ,3,1125,361,10/3/15,3,4/3/14,5/17/15,93,10,10,1,2,0,0,2,0.16
A bedroom in peaceful Crestwood,34272654,Brendan,5/26/15,2015,4,1,1,1,0,1,28,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,78,2,475,1650,100,15,2,$25.00 ,1,1125,364,10/3/15,10,6/25/15,9/25/15,100,10,9,1,2,0,0,1,2.97
2 bdr 2.5 bath rowhouse near metro,5571655,Aimee,3/22/13,2013,0,1,3,3,0,1,78,Washington,DC,20011,14,0,11,1,6,2.5,2,2,Real Bed,180,3,1050,4000,300,40,4,$20.00 ,2,1125,139,10/3/15,0,0,0,0,0,0,1,2,0,0,3,0
Sunny room in great neighborhood,9634571,Andrew,10/25/13,2013,3,1,2,2,0,1,1,Washington,DC,20010,14,0,8,2,2,1.5,1,1,Real Bed,200,3,1000,4000,0,0,1,$20.00 ,1,1125,350,10/3/15,2,6/19/15,6/20/15,100,10,10,1,1,0,0,2,0.56
A home away from home...Enjoy!,2379779,Dario,5/15/12,2012,0,1,2,2,0,1,62,Washington,DC,20011,14,0,8,1,4,1.5,2,2,Real Bed,145,2,950,0,0,75,2,$45.00 ,4,11,28,10/3/15,0,0,0,0,0,0,1,3,0,0,2,0
2BR in Rustic Rowhouse - Walk2Metro,1546598,Alison & Yohan,12/29/11,2011,3,1,4,4,0,1,78,Washington,DC,20011,14,0,8,2,6,2.5,1,2,Real Bed,134,2,0,0,0,30,4,$25.00 ,2,30,347,10/3/15,7,2/22/15,7/18/15,97,10,10,1,3,1,1,4,0.94
"Tranquility & Convenience in DC, 2",789250,John,7/7/11,2011,4,1,6,6,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,75,2,0,0,0,0,2,$25.00 ,2,1125,320,10/3/15,34,10/29/12,9/25/15,92,9,9,1,2,1,1,6,0.95
"Sunny, spacious studio apartment",5771803,Anneliese,4/4/13,2013,4,1,1,1,0,1,1,Washington,DC,20011,14,0,8,1,3,1,2,2,Pull-out Sofa,100,2,0,0,99,25,2,$25.00 ,2,10,65,10/3/15,21,4/13/15,9/24/15,94,9,10,0,3,0,0,1,3.62
Modern 1br near Petworth metro,914976,Ted,8/3/11,2011,3,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,95,2,0,0,0,5,1,$0.00 ,2,1125,246,10/3/15,5,4/26/15,8/2/15,96,10,10,1,3,0,0,1,0.93
1BR in Rustic RowHaus-walk 2 Metro,1546598,Alison & Yohan,12/29/11,2011,4,1,4,4,0,1,78,Washington,DC,20011,14,0,8,2,2,2.5,1,1,Real Bed,67,2,0,0,0,15,2,$25.00 ,2,31,330,10/3/15,32,1/16/15,9/21/15,96,10,10,1,3,1,1,4,3.68
Beautiful Renovated Rowhome in DC!,5956393,Kyle,4/16/13,2013,4,0,2,2,0,1,78,Washington,DC,20011,14,0,8,1,11,3,3,6,Real Bed,260,4,1400,4800,0,125,5,$10.00 ,1,365,291,10/3/15,84,7/16/13,9/19/15,96,10,9,1,3,0,0,2,3.11
Secure Master King Suite,11190236,Ruben,1/10/14,2014,4,0,2,2,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,75,2,434,1560,0,0,1,$0.00 ,2,1125,320,10/3/15,75,4/14/14,10/1/15,95,10,9,1,2,0,0,2,4.18
Adorable Basement Studio Apartment,35653637,Jennifer,6/12/15,2015,3,1,1,1,1,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,60,2,500,1800,0,100,0,$0.00 ,1,30,176,10/2/15,2,7/5/15,8/10/15,100,10,10,1,1,0,0,1,0.66
Lower Level of Lovely Bungalow!,37356046,Julie,7/2/15,2015,4,1,1,1,0,1,1,Washington,DC,20011,14,0,4,2,3,1,1,1,Real Bed,65,2,385,1400,0,0,1,$0.00 ,4,1125,228,10/3/15,3,7/30/15,9/17/15,100,10,10,1,3,0,0,1,1.36
Columbia Heights Renovated 1 BR,14626656,Ivan,4/23/14,2014,2,1,2,2,1,1,1,Washington,DC,20011,14,0,1,1,4,1,1,2,Real Bed,89,2,0,0,95,15,2,$10.00 ,2,1125,0,10/2/15,18,5/10/14,3/24/15,67,8,5,1,2,0,0,1,1.05
Comfortable one bedroom Apartment,35906256,Meli,6/15/15,2015,3,1,1,1,1,1,1,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,70,2,387,0,0,20,1,$0.00 ,1,1125,84,10/3/15,1,8/9/15,8/9/15,100,10,10,1,1,0,0,1,0.54
Private Suite in Columbia Heights,20916687,Derric,9/4/14,2014,4,1,2,2,0,1,1,Washington,DC,20011,14,0,8,1,4,1,1,2,Real Bed,99,2,620,2500,100,60,2,$10.00 ,2,1125,331,10/3/15,16,10/15/14,9/20/15,94,9,10,1,2,0,0,2,1.36
Spacious studio apartment,9919108,David,11/10/13,2013,3,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,4,1,0,1,Real Bed,99,2,600,2400,0,70,1,$0.00 ,1,1125,347,10/2/15,72,3/13/14,7/23/15,84,9,8,1,2,0,0,1,3.79
Guest Room in Lovely Rowhouse,1430490,Michael,11/21/11,2011,2,1,1,1,0,1,1,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,65,2,390,0,0,0,2,$25.00 ,1,1125,339,10/2/15,8,12/2/14,4/26/15,95,9,10,1,2,0,0,1,0.78
Elegant private studio near Metro!,25539909,Dawn,1/3/15,2015,4,0,1,1,0,1,78,Washington,DC,20011,14,0,8,1,3,1,0,2,Real Bed,85,2,0,0,0,30,1,$0.00 ,2,1125,74,10/2/15,24,5/10/15,9/28/15,98,10,10,1,2,0,0,1,4.9
Entire Condo in Hip Neighborhood,31991670,Prerna,4/26/15,2015,3,1,1,1,0,1,1,Washington,DC,20010,14,0,1,1,4,1,2,2,Real Bed,70,2,500,1200,0,20,3,$20.00 ,1,1125,94,10/2/15,2,7/7/15,7/20/15,90,10,10,0,1,0,0,1,0.67
GREAT bedroom in beautiful rowhouse,5073160,Jean-Pierre,2/13/13,2013,0,1,1,1,0,1,78,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,49,1,268,945,0,20,1,$0.00 ,1,1125,340,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
"Sunny Room, Easy Downtown Access",509854,Elaine,4/14/11,2011,4,1,1,1,0,1,1,Washington,DC,20011,14,0,1,2,1,1,1,1,Real Bed,70,2,275,875,250,0,1,$0.00 ,6,150,286,10/2/15,10,5/19/13,9/13/15,94,10,10,1,3,0,0,1,0.35
Cozy Row Home in Hip Petworth,9287583,Glisedia,10/7/13,2013,3,1,1,1,0,1,78,Washington,DC,20011,14,0,1,1,5,1.5,3,3,Real Bed,145,2,1000,0,250,20,0,$0.00 ,1,1125,298,10/2/15,2,11/13/13,7/11/14,82,9,7,1,1,0,0,1,0.09
Furnished Upscale Room  / Priv Bath,4433,Brian,11/20/08,2008,0,1,2,2,0,1,12,Washington,DC,20011,14,0,8,2,2,1,1,1,Real Bed,125,2,805,2400,500,45,1,$0.00 ,3,30,362,10/2/15,0,0,0,0,0,0,1,2,0,0,2,0
Large Bedroom in NW DC,3177688,Anna,8/6/12,2012,3,1,2,2,0,1,78,Washington,DC,20011,14,0,8,1,3,1.5,1,1,Real Bed,75,2,0,0,0,50,2,$20.00 ,1,1125,7,10/2/15,3,8/26/14,8/14/15,100,10,10,1,3,0,0,2,0.22
PERFECT ROOM FOR INTERNS OR STUDENT,315148,John,12/10/10,2010,3,1,19,19,0,1,78,Washington,DC,20010,14,0,1,2,1,2.5,1,1,Real Bed,45,1,300,775,0,15,0,$0.00 ,5,365,232,10/2/15,4,8/31/13,8/16/15,87,7,6,1,3,0,0,11,0.16
Chill Parkview/Petworth studio,2645655,Lauren,6/15/12,2012,4,1,1,1,0,1,1,Washington,DC,20011,14,0,1,1,2,1,1,1,Real Bed,125,2,0,0,100,25,1,$0.00 ,2,365,291,10/2/15,5,9/16/13,9/7/15,88,10,9,1,2,1,1,1,0.2
Lovely Room next to a Metro station,315148,John,12/10/10,2010,2,1,19,19,0,1,78,Washington,DC,20010,14,0,8,2,1,2.5,1,1,Real Bed,45,1,290,750,0,20,0,$0.00 ,4,365,336,10/2/15,3,11/4/14,4/5/15,53,7,6,1,3,0,0,11,0.27
Hip 1-Bedroom Private Apt,1346231,Haley,10/28/11,2011,4,1,1,1,0,1,78,Washington,DC,20011,14,0,8,1,3,1,1,1,Real Bed,100,2,620,2300,0,30,1,$0.00 ,2,1125,241,10/3/15,22,5/7/15,9/22/15,97,10,10,1,2,0,0,1,4.4
Mini-Apartment in Rustic Rowhouse,1546598,Alison & Yohan,12/29/11,2011,4,1,4,4,0,1,78,Washington,DC,20011,14,0,8,2,6,1.5,1,2,Real Bed,119,2,0,0,0,30,4,$25.00 ,1,1125,352,10/2/15,4,7/29/15,9/18/15,95,10,10,1,3,1,1,4,1.79
"Bright Bdrm w/bath, near Metro",5571655,Aimee,3/22/13,2013,3,1,3,3,0,1,78,Washington,DC,20011,14,0,8,2,2,1.5,1,1,Real Bed,95,2,520,0,350,35,1,$0.00 ,3,1125,70,10/2/15,3,5/29/15,6/28/15,100,10,10,1,1,0,0,3,0.7
Cozy Petworth Loft Space,4234,Alvina,11/11/08,2008,3,1,1,1,0,1,1,Washington,DC,20011,14,0,1,2,2,1,1,1,Futon,60,2,250,1050,200,30,1,$10.00 ,1,730,307,10/2/15,1,8/26/15,8/26/15,100,10,10,1,2,0,0,1,0.77
"Comfort, Convenience, Location!",750192,Ayelet,6/27/11,2011,4,1,3,3,0,1,78,Washington,DC,20011,14,0,1,1,4,1,0,2,Real Bed,77,2,470,1900,0,25,2,$10.00 ,3,1125,327,10/2/15,6,7/21/15,9/25/15,97,10,9,1,1,0,0,1,2.4
